,index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree
574,733,Data Scientist,4.3,"USEReady
4.3","New York, NY","New York, NY",201 - 500 ,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,84,146 ,84,146,115.0,USEReady,NY,10,data scientist,na,na
575,734,Product Manager/Data Evangelist,3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,50,98 ,50,98,74.0,"Numeric, LLC",PA,-1,Data scientist project manager,na,M
576,735,Associate Environmental Scientist - Wildlife Biologist,4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 - 200 ,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,38,64 ,38,64,51.0,QK,CA,49,other scientist,na,na
577,736,Sr Data Engineer (Sr BI Developer),3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 - 1000 ,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,90,110(Employer est.),90,110,100.0,Tivity Health,AZ,40,data engineer,sr,na
578,737,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,92,150 ,92,150,121.0,Novartis,MA,25,data scientist,sr,na
579,738,Senior Data Analyst/Scientist,4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA",201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,90,153 ,90,153,121.5,Demandbase,CA,15,analyst,sr,na
580,740,"Associate, Data Science, Internal Audit",3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+ ,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,43,82 ,43,82,62.5,Santander,MA,165,data scientist,na,M
581,741,"Scientist – Cancer Discovery, Molecular Assay",-1.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,unknown,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,0,1,Employer Provided Salary:100,135,100,135,117.5,Monte Rosa Therapeutic,MA,-1,other scientist,na,P
582,742,Senior LiDAR Data Scientist,3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,93,151 ,93,151,122.0,Luminar Technologies,FL,9,data scientist,sr,M
583,743,Data Engineer,4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,61,109 ,61,109,85.0,BRMi,VA,17,data engineer,na,na
584,744,Data Engineer,3.4,"IntraEdge
3.4","Scottsdale, AZ","Chandler, AZ",501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,42,79 ,42,79,60.5,IntraEdge,AZ,19,data engineer,na,na
585,745,Lead Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,139,221 ,139,221,180.0,Zest AI,CA,12,data scientist,sr,M
586,746,"Technology-Minded, Data Professional Opportunities",4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 - 5000 ,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,40,101 ,40,101,70.5,Veterans United Home Loans,MO,19,na,na,na
587,747,Big Data Engineer,3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA",1001 - 5000 ,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,84,153 ,84,153,118.5,Peraton,VA,4,data engineer,na,na
588,748,Salesforce Analytics Consultant,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,52,81 ,52,81,66.5,"Emtec, Inc.",IL,26,data analitics,na,M
589,749,Managing Data Scientist/ML Engineer,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134 ,81,134,107.5,PA Consulting,MA,78,data scientist,na,na
590,750,Senior Data Engineer,4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 - 200 ,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,97,180 ,97,180,138.5,Praetorian,TX,11,data engineer,sr,na
591,751,Staff Scientist- Upstream PD,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113 ,49,113,81.0,Advanced BioScience Laboratories,MD,60,other scientist,na,na
592,752,Data Engineering Analyst,3.8,"COUNTRY Financial
3.8","Bloomington, IL","Bloomington, IL",1001 - 5000 ,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",0,0,44,73 ,44,73,58.5,COUNTRY Financial,IL,96,data engineer,na,M
593,753,Sr. Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140 ,75,140,107.5,Echo Global Logistics,IL,16,data engineer,sr,na
594,754,"Scientist, Pharmacometrics",3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,84,157 ,84,157,120.5,Agios Pharmaceuticals,MA,13,other scientist,na,M
595,755,Manager of Data Science,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,40,87 ,40,87,63.5,Tapjoy,CA,14,data scientist,na,na
596,756,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139 ,68,139,103.5,Reynolds American,KY,146,other scientist,na,na
597,757,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,4.1,"Mentor Graphics
4.1","Fremont, CA","Wilsonville, OR",5001 - 10000 ,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,72,142 ,72,142,107.0,Mentor Graphics,CA,40,data scientist,na,na
598,758,Data Engineer,3.7,"Maxar Technologies
3.7","Springfield, VA","Westminster, CO",5001 - 10000 ,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,0,0,74,137 ,74,137,105.5,Maxar Technologies,VA,-1,data engineer,na,na
599,759,Data Engineer,2.8,"ICW Group
2.8","San Diego, CA","San Diego, CA",501 - 1000 ,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57,109 ,57,109,83.0,ICW Group,CA,49,data engineer,na,na
600,761,Lead Big Data Engineer,4.0,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 - 5000 ,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203 ,121,203,162.0,Glassdoor,CA,14,data engineer,sr,na
601,763,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85 ,52,85,68.5,Esri,CA,52,data scientist,na,M
602,766,Sr Software Engineer (Data Scientist),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+ ,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140 ,81,140,110.5,Assurant,OH,43,data scientist,sr,na
603,767,Sr. Data Engineer (ETL Developer),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148 ,83,148,115.5,F&G,IA,-1,data engineer,sr,na
604,768,Associate Research Scientist I (Protein Expression and Production),3.0,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 - 1000 ,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,59,116 ,59,116,87.5,Exelixis,CA,27,other scientist,na,M
605,769,Senior Data Scientist Artificial Intelligence,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101 ,60,101,80.5,PNNL,WA,56,data scientist,sr,M
606,773,Analytics - Business Assurance Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55 ,31,55,43.0,GreatAmerica Financial Services,IA,29,analyst,na,na
607,776,"Associate Director/Director, Safety Scientist",4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178 ,102,178,140.0,Acceleron Pharma,MA,18,director,na,P
608,777,"Director, Precision Medicine Clinical Biomarker Scientist",4.0,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,136,208 ,136,208,172.0,Pfizer,MA,172,director,na,P
609,778,"Senior Scientist, Cell Pharmacology/Assay Development",-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,Employer Provided Salary:110,130,110,130,120.0,Kronos Bi,MA,-1,other scientist,sr,P
610,779,Data Analyst Senior,3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85 ,48,85,66.5,AmeriHealth Caritas,PA,38,analyst,sr,M
611,780,Senior Formulations Scientist II,3.0,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 - 1000 ,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,71,129 ,71,129,100.0,Exelixis,CA,27,other scientist,sr,P
612,781,Lead Data Engineer (Python),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123 ,66,123,94.5,Strategic Employment Partners,CA,15,data engineer,sr,na
613,782,Data Science Manager,4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA",501 - 1000 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,171,272 ,171,272,221.5,Grand Rounds,CA,10,data scientist,na,na
614,783,Senior Data Scientist 4 Artificial Intelligence,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146 ,92,146,119.0,PNNL,WA,56,data scientist,sr,M
615,784,Data Engineer,3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL",201 - 500 ,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,65,126 ,65,126,95.5,"SPINS, LLC",IL,26,data engineer,na,M
616,785,"Director II, Data Science - GRS Predictive Analytics",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239 ,150,239,194.5,Liberty Mutual Insurance,IL,109,data scientist,na,P
617,786,Medical Lab Scientist - MLT,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,21,29 Per Hour,43,60,51.5,Catholic Health Initiatives,NE,25,other scientist,na,na
618,787,"Senior Operations Data Analyst, Call Center Operations",2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,10,17 Per Hour,20,35,27.5,FLEETCOR,TN,21,analyst,sr,na
619,788,Senior Quantitative Analyst,3.3,"DTCC
3.3","Jersey City, NJ","New York, NY",1001 - 5000 ,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,0,0,118,228 ,118,228,173.0,DTCC,NJ,48,analyst,sr,na
620,789,Geospatial Software Developer and Data Scientist,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 - 1000 ,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129(Employer est.),82,129,105.5,Applied Research Laboratories,TX,-1,data scientist,na,na
621,790,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91 ,52,91,71.5,Southwest Research Institute,TX,74,other scientist,sr,na
622,791,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101 ,47,101,74.0,Reynolds American,NC,146,other scientist,sr,M
623,794,Systems Engineer II - Data Analyst,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76 ,49,76,62.5,Raytheon,AL,99,analyst,na,na
624,795,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 - 5000 ,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88 ,43,88,65.5,RTI International,NC,63,other scientist,sr,P
625,797,Data Scientist,3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+ ,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109 ,61,109,85.0,DICK'S Sporting Goods - Corporate,PA,73,data scientist,na,M
626,799,Principal Data Scientist,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113,182 ,113,182,147.5,AstraZeneca,MD,108,data scientist,sr,P
627,802,Director Data Science,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199 ,124,199,161.5,TRANZACT,NJ,32,data scientist,na,na
628,803,Data Engineer,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+ ,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,58,104 ,58,104,81.0,Carilion Clinic,VA,122,data engineer,na,M
629,804,Sr Data Analyst - IT,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93 ,52,93,72.5,United BioSource,PA,18,analyst,sr,na
630,806,Senior Data Engineer,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181 ,97,181,139.0,Figure Eight,CA,13,data engineer,sr,na
631,807,Senior Data Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173 ,100,173,136.5,Tapjoy,CA,14,data engineer,sr,na
632,808,Sr. Data Analyst,3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 - 500 ,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,58,108 ,58,108,83.0,DoubleVerify,NY,13,analyst,sr,na
633,809,Research Scientist or Senior Research Scientist - Computer Vision,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81,161 ,81,161,121.0,Mitsubishi Electric Research Labs,MA,30,other scientist,sr,P
634,810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96 ,53,96,74.5,Fareportal,NY,19,data scientist,na,na
635,811,Data Analyst Chemist - Quality System Contractor,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 - 1000 ,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,0,0,61,110 ,61,110,85.5,"Rodan and Fields, LLC",CA,19,analyst,na,na
636,812,Senior Scientist - Biostatistician,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96 ,65,96,80.5,Reynolds American,NC,146,other scientist,sr,M
637,815,Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,115,220 ,115,220,167.5,Mitsubishi Electric Research Labs,MA,30,other scientist,sr,P
638,816,"Research Scientist, Machine Learning Department",2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,71,144 ,71,144,107.5,Software Engineering Institute,PA,37,machine learning engineer,na,P
639,817,Foundational Community Supports Data Analyst,3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 - 1000 ,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,0,0,32,57 ,32,57,44.5,DESC,WA,42,analyst,na,na
640,818,"Senior Health Data Analyst, Star Ratings",3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 - 5000 ,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136 ,79,136,107.5,Johns Hopkins Health Care,MD,132,analyst,sr,M
641,819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,Employer Provided Salary:120,145,120,145,132.5,Kronos Bi,MA,-1,other scientist,sr,P
642,820,Sr. Data Analyst,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 - 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,50,89 ,50,89,69.5,Community Behavioral Health,PA,27,analyst,sr,na
643,821,"Senior Engineer, Data Management Engineering",3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,68,129 ,68,129,98.5,Western Digital,CA,51,na,sr,na
644,822,Quality Control Scientist III- Analytical Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,48,113 ,48,113,80.5,Advanced BioScience Laboratories,MD,60,other scientist,na,na
645,823,"Clinical Scientist, Clinical Development",3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA",51 - 200 ,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,1,0,27,47 Per Hour,56,97,76.5,FORMA THERAPEUTICS,MA,13,other scientist,na,na
646,824,Software Engineer Staff Scientist: Human Language Technologies,3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,74,124 ,74,124,99.0,Raytheon,MD,99,other scientist,na,na
647,825,"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,68,125 ,68,125,96.5,Agios Pharmaceuticals,MA,13,Data scientist project manager,na,na
648,826,"Assistant Director/Director, Office of Data Science",3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,39,67 ,39,67,53.0,Liberty Mutual Insurance,MA,109,data scientist,na,M
649,827,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA",Jan-50,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,71,135 ,71,135,103.0,Bridg,CA,10,data engineer,sr,na
650,828,Senior Risk Data Scientist,3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA",501 - 1000 ,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,0,0,107,172 ,107,172,139.5,Bill.com,CA,15,data scientist,sr,M
651,829,Data Scientist in Artificial Intelligence Early Career,3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85 ,49,85,67.0,Pacific Northwest National Laboratory,WA,56,data scientist,na,M
652,830,Consultant - Analytics Consulting,3.0,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71 ,54,71,62.5,Infosys,CT,40,data analitics,na,na
653,831,Scientist - CVRM Metabolism - in vivo pharmacology,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,61,123 ,61,123,92.0,AstraZeneca,MD,108,other scientist,na,na
654,832,Data Analyst,3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",Jan-50,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,47,85 ,47,85,66.0,AXION Healthcare Solutions,NY,41,analyst,na,na
655,836,Data Engineer,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,65,124 ,65,124,94.5,Alignment Healthcare,CA,8,data engineer,na,M
656,837,Data Scientist,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,87,141 ,87,141,114.0,TRANZACT,NJ,32,data scientist,na,na
657,838,Data Scientist,4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 - 200 ,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",0,0,56,95 ,56,95,75.5,ExecOnline,NY,9,data scientist,na,na
658,839,Data Scientist,3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT",Jan-50,-1,School / School District,K-12 Education,Education,$5 to $10 million (USD),-1,0,0,71,121 ,71,121,96.0,Charter Spectrum,MO,-1,data scientist,na,P
659,840,Machine Learning Engineer,4.0,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 - 1000 ,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,62,112 ,62,112,87.0,Mteq,VA,67,machine learning engineer,na,na
660,841,Data Scientist,3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 - 500 ,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,64,108 ,64,108,86.0,Brillient,MD,15,data scientist,na,M
661,845,Senior Data Scientist,4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",Jan-50,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,89,144 ,89,144,116.5,Entefy,CA,9,data scientist,sr,M
662,848,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109,200 ,109,200,154.5,Sunovion,MA,11,other scientist,sr,P
663,851,Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,35,62 ,35,62,48.5,San Manuel Casino,CA,35,analyst,na,M
