,index,Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree,Location_City,Location_State,Headquarters_City,Headquarters_State
556,708,Senior Data Engineer,4.4,Eventbrite,1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",72,133 ,72,133,102.5,Eventbrite,TN,15,data engineer,sr,na,Nashville,TN,San Francisco,CA
557,709,"Project Scientist - Auton Lab, Robotics Institute",2.6,Software Engineering Institute,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,56,91 ,56,91,73.5,Software Engineering Institute,PA,37,other scientist,na,P,Pittsburgh,PA,Pittsburgh,PA
558,711,Research Scientist – Security and Privacy,3.6,Riverside Research Institute,501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1,61,126 ,61,126,93.5,Riverside Research Institute,OH,54,other scientist,na,M,Beavercreek,OH,Arlington,VA
559,712,Data Science Manager,3.2,"Numeric, LLC",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,95,160 ,95,160,127.5,"Numeric, LLC",PA,-1,data scientist,na,na,Allentown,PA,Chadds Ford,PA
560,714,Data Analyst 2 (Missionary Department),4.2,The Church of Jesus Christ of Latter-day Saints,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,53,91 ,53,91,72.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,analyst,na,na,Salt Lake City,UT,Salt Lake City,UT
561,715,"Enterprise Architect, Data",3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,101,158 ,101,158,129.5,MassMutual,MA,170,na,na,na,Boston,MA,Springfield,MA
562,718,Supply Chain Data Analyst,3.1,Icon Health and Fitness,1001 - 5000 ,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Life Fitness, Brooks Running, Under Armour",33,61 ,33,61,47.0,Icon Health and Fitness,UT,44,analyst,na,na,Logan,UT,Logan,UT
563,719,Data Engineer - ETL,3.8,Shipt,501 - 1000 ,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1,44,86 ,44,86,65.0,Shipt,AL,7,data engineer,na,na,Birmingham,AL,Birmingham,AL
564,721,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,3.8,Associated Banc-Corp,1001 - 5000 ,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",43,77 ,43,77,60.0,Associated Banc-Corp,WI,151,analyst,na,na,Green Bay,WI,Green Bay,WI
565,722,"Senior Manager, Epidemiologic Data Scientist",4.0,Pfizer,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,125,210 ,125,210,167.5,Pfizer,NY,172,data scientist,sr,M,New York,NY,New York,NY
566,723,"Marketing Data Analyst, May 2020 Undergrad",3.8,Fareportal,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86 ,44,86,65.0,Fareportal,NY,19,analyst,na,na,New York,NY,New York,NY
567,725,Senior Data Analyst,4.0,Novetta,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",69,119 ,69,119,94.0,Novetta,VA,9,analyst,sr,na,Herndon,VA,Mc Lean,VA
568,726,Senior Data Analyst,1.9,Moda Operandi,201 - 500 ,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",65,110 ,65,110,87.5,Moda Operandi,NY,11,analyst,sr,na,New York,NY,New York,NY
569,727,Senior Data Engineer,4.0,Novetta,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",67,127 ,67,127,97.0,Novetta,VA,9,data engineer,sr,na,Reston,VA,Mc Lean,VA
570,728,Senior Data Engineer,4.3,Genesys,5001 - 10000 ,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",78,147 ,78,147,112.5,Genesys,NC,31,data engineer,sr,na,Durham,NC,Daly City,CA
571,730,Data Modeler (Analytical Systems),3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,66,117 ,66,117,91.5,MassMutual,MA,170,data modeler,na,na,Boston,MA,Springfield,MA
572,731,Data Modeler - Data Solutions Engineer,3.3,Liberty Mutual Insurance,10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",37,66 ,37,66,51.5,Liberty Mutual Insurance,IN,109,data modeler,na,M,Indianapolis,IN,Boston,MA
573,732,Data Scientist in Translational Medicine,3.8,Novartis,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,86,143 ,86,143,114.5,Novartis,MA,25,data scientist,na,na,Cambridge,MA,Basel,Switzerland
574,733,Data Scientist,4.3,USEReady,201 - 500 ,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,84,146 ,84,146,115.0,USEReady,NY,10,data scientist,na,na,New York,NY,New York,NY
575,734,Product Manager/Data Evangelist,3.2,"Numeric, LLC",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,50,98 ,50,98,74.0,"Numeric, LLC",PA,-1,Data scientist project manager,na,M,Phila,PA,Chadds Ford,PA
576,735,Associate Environmental Scientist - Wildlife Biologist,4.7,QK,51 - 200 ,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,38,64 ,38,64,51.0,QK,CA,49,other scientist,na,na,Clovis,CA,Visalia,CA
577,736,Sr Data Engineer (Sr BI Developer),3.4,Tivity Health,501 - 1000 ,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,90,110(Employer est.),90,110,100.0,Tivity Health,AZ,40,data engineer,sr,na,Chandler,AZ,Franklin,TN
578,737,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,Novartis,10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,92,150 ,92,150,121.0,Novartis,MA,25,data scientist,sr,na,Cambridge,MA,Basel,Switzerland
579,738,Senior Data Analyst/Scientist,4.5,Demandbase,201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",90,153 ,90,153,121.5,Demandbase,CA,15,analyst,sr,na,San Francisco,CA,San Francisco,CA
580,740,"Associate, Data Science, Internal Audit",3.1,Santander,10000+ ,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,43,82 ,43,82,62.5,Santander,MA,165,data scientist,na,M,Boston,MA,Madrid,Spain
581,741,"Scientist – Cancer Discovery, Molecular Assay",-1.0,Monte Rosa Therapeutics,unknown,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,Employer Provided Salary:100,135,100,135,117.5,Monte Rosa Therapeutic,MA,-1,other scientist,na,P,Cambridge,MA,-1,
582,742,Senior LiDAR Data Scientist,3.9,Luminar Technologies,201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,93,151 ,93,151,122.0,Luminar Technologies,FL,9,data scientist,sr,M,Orlando,FL,Orlando,FL
583,743,Data Engineer,4.4,BRMi,51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,61,109 ,61,109,85.0,BRMi,VA,17,data engineer,na,na,Chantilly,VA,Washington,DC
584,744,Data Engineer,3.4,IntraEdge,501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,42,79 ,42,79,60.5,IntraEdge,AZ,19,data engineer,na,na,Scottsdale,AZ,Chandler,AZ
585,745,Lead Data Scientist,3.9,Zest AI,51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,139,221 ,139,221,180.0,Zest AI,CA,12,data scientist,sr,M,Burbank,CA,Burbank,CA
586,746,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,1001 - 5000 ,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,40,101 ,40,101,70.5,Veterans United Home Loans,MO,19,na,na,na,Columbia,MO,Columbia,MO
587,747,Big Data Engineer,3.3,Peraton,1001 - 5000 ,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,84,153 ,84,153,118.5,Peraton,VA,4,data engineer,na,na,Chantilly,VA,Herndon,VA
588,748,Salesforce Analytics Consultant,3.9,"Emtec, Inc.",501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,52,81 ,52,81,66.5,"Emtec, Inc.",IL,26,data analitics,na,M,Chicago,IL,Jacksonville,FL
589,749,Managing Data Scientist/ML Engineer,3.4,PA Consulting,1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134 ,81,134,107.5,PA Consulting,MA,78,data scientist,na,na,Boston,MA,London,United Kingdom
590,750,Senior Data Engineer,4.7,Praetorian,51 - 200 ,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,97,180 ,97,180,138.5,Praetorian,TX,11,data engineer,sr,na,Austin,TX,Austin,TX
591,751,Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113 ,49,113,81.0,Advanced BioScience Laboratories,MD,60,other scientist,na,na,Rockville,MD,Rockville,MD
592,752,Data Engineering Analyst,3.8,COUNTRY Financial,1001 - 5000 ,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",44,73 ,44,73,58.5,COUNTRY Financial,IL,96,data engineer,na,M,Bloomington,IL,Bloomington,IL
593,753,Sr. Data Engineer,3.4,Echo Global Logistics,1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140 ,75,140,107.5,Echo Global Logistics,IL,16,data engineer,sr,na,Chicago,IL,Chicago,IL
594,754,"Scientist, Pharmacometrics",3.8,Agios Pharmaceuticals,501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,84,157 ,84,157,120.5,Agios Pharmaceuticals,MA,13,other scientist,na,M,Cambridge,MA,Cambridge,MA
595,755,Manager of Data Science,3.9,Tapjoy,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",40,87 ,40,87,63.5,Tapjoy,CA,14,data scientist,na,na,San Francisco,CA,San Francisco,CA
596,756,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139 ,68,139,103.5,Reynolds American,KY,146,other scientist,na,na,Owensboro,KY,Winston-Salem,NC
597,757,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,4.1,Mentor Graphics,5001 - 10000 ,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",72,142 ,72,142,107.0,Mentor Graphics,CA,40,data scientist,na,na,Fremont,CA,Wilsonville,OR
598,758,Data Engineer,3.7,Maxar Technologies,5001 - 10000 ,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,74,137 ,74,137,105.5,Maxar Technologies,VA,-1,data engineer,na,na,Springfield,VA,Westminster,CO
599,759,Data Engineer,2.8,ICW Group,501 - 1000 ,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",57,109 ,57,109,83.0,ICW Group,CA,49,data engineer,na,na,San Diego,CA,San Diego,CA
600,761,Lead Big Data Engineer,4.0,Glassdoor,1001 - 5000 ,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203 ,121,203,162.0,Glassdoor,CA,14,data engineer,sr,na,San Francisco,CA,Mill Valley,CA
601,763,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85 ,52,85,68.5,Esri,CA,52,data scientist,na,M,Redlands,CA,Redlands,CA
602,766,Sr Software Engineer (Data Scientist),3.4,Assurant,10000+ ,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140 ,81,140,110.5,Assurant,OH,43,data scientist,sr,na,Westlake,OH,New York,NY
603,767,Sr. Data Engineer (ETL Developer),3.7,F&G,201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,83,148 ,83,148,115.5,F&G,IA,-1,data engineer,sr,na,Des Moines,IA,Des Moines,IA
604,768,Associate Research Scientist I (Protein Expression and Production),3.0,Exelixis,501 - 1000 ,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",59,116 ,59,116,87.5,Exelixis,CA,27,other scientist,na,M,Alameda,CA,Alameda,CA
605,769,Senior Data Scientist Artificial Intelligence,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101 ,60,101,80.5,PNNL,WA,56,data scientist,sr,M,Richland,WA,Richland,WA
606,773,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,31,55 ,31,55,43.0,GreatAmerica Financial Services,IA,29,analyst,na,na,Cedar Rapids,IA,Cedar Rapids,IA
607,776,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,102,178 ,102,178,140.0,Acceleron Pharma,MA,18,director,na,P,Cambridge,MA,Cambridge,MA
608,777,"Director, Precision Medicine Clinical Biomarker Scientist",4.0,Pfizer,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,136,208 ,136,208,172.0,Pfizer,MA,172,director,na,P,Cambridge,MA,New York,NY
609,778,"Senior Scientist, Cell Pharmacology/Assay Development",-1.0,Kronos Bio,unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,Employer Provided Salary:110,130,110,130,120.0,Kronos Bi,MA,-1,other scientist,sr,P,Cambridge,MA,San Mateo,CA
610,779,Data Analyst Senior,3.0,AmeriHealth Caritas,5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85 ,48,85,66.5,AmeriHealth Caritas,PA,38,analyst,sr,M,Philadelphia,PA,Philadelphia,PA
611,780,Senior Formulations Scientist II,3.0,Exelixis,501 - 1000 ,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",71,129 ,71,129,100.0,Exelixis,CA,27,other scientist,sr,P,Alameda,CA,Alameda,CA
612,781,Lead Data Engineer (Python),4.7,Strategic Employment Partners,51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,66,123 ,66,123,94.5,Strategic Employment Partners,CA,15,data engineer,sr,na,San Francisco,CA,Los Angeles,CA
613,782,Data Science Manager,4.2,Grand Rounds,501 - 1000 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,171,272 ,171,272,221.5,Grand Rounds,CA,10,data scientist,na,na,San Francisco,CA,San Francisco,CA
614,783,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146 ,92,146,119.0,PNNL,WA,56,data scientist,sr,M,Seattle,WA,Richland,WA
615,784,Data Engineer,3.5,"SPINS, LLC",201 - 500 ,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,65,126 ,65,126,95.5,"SPINS, LLC",IL,26,data engineer,na,M,Chicago,IL,Chicago,IL
616,785,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239 ,150,239,194.5,Liberty Mutual Insurance,IL,109,data scientist,na,P,Chicago,IL,Boston,MA
617,786,Medical Lab Scientist - MLT,3.2,Catholic Health Initiatives,10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",21,29 Per Hour,43,60,51.5,Catholic Health Initiatives,NE,25,other scientist,na,na,Omaha,NE,Englewood,CO
618,787,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,10,17 Per Hour,20,35,27.5,FLEETCOR,TN,21,analyst,sr,na,Nashville,TN,Peachtree Corners,GA
619,788,Senior Quantitative Analyst,3.3,DTCC,1001 - 5000 ,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,118,228 ,118,228,173.0,DTCC,NJ,48,analyst,sr,na,Jersey City,NJ,New York,NY
620,789,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,501 - 1000 ,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,82,129(Employer est.),82,129,105.5,Applied Research Laboratories,TX,-1,data scientist,na,na,Austin,TX,Austin,TX
621,790,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91 ,52,91,71.5,Southwest Research Institute,TX,74,other scientist,sr,na,San Antonio,TX,San Antonio,TX
622,791,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,47,101 ,47,101,74.0,Reynolds American,NC,146,other scientist,sr,M,Winston-Salem,NC,Winston-Salem,NC
623,794,Systems Engineer II - Data Analyst,3.7,Raytheon,10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,49,76 ,49,76,62.5,Raytheon,AL,99,analyst,na,na,Huntsville,AL,Waltham,MA
624,795,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,RTI International,1001 - 5000 ,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88 ,43,88,65.5,RTI International,NC,63,other scientist,sr,P,Durham,NC,Research Triangle Park,NC
625,797,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,10000+ ,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",61,109 ,61,109,85.0,DICK'S Sporting Goods - Corporate,PA,73,data scientist,na,M,Coraopolis,PA,Coraopolis,PA
626,799,Principal Data Scientist,3.9,AstraZeneca,10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",113,182 ,113,182,147.5,AstraZeneca,MD,108,data scientist,sr,P,Gaithersburg,MD,Cambridge,United Kingdom
627,802,Director Data Science,3.6,TRANZACT,1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124,199 ,124,199,161.5,TRANZACT,NJ,32,data scientist,na,na,Fort Lee,NJ,Fort Lee,NJ
628,803,Data Engineer,3.7,Carilion Clinic,10000+ ,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,58,104 ,58,104,81.0,Carilion Clinic,VA,122,data engineer,na,M,Roanoke,VA,Roanoke,VA
629,804,Sr Data Analyst - IT,2.1,United BioSource,1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93 ,52,93,72.5,United BioSource,PA,18,analyst,sr,na,Blue Bell,PA,Blue Bell,PA
630,806,Senior Data Engineer,3.9,Figure Eight,51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97,181 ,97,181,139.0,Figure Eight,CA,13,data engineer,sr,na,San Francisco,CA,San Francisco,CA
631,807,Senior Data Engineer,3.9,Tapjoy,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173 ,100,173,136.5,Tapjoy,CA,14,data engineer,sr,na,San Francisco,CA,San Francisco,CA
632,808,Sr. Data Analyst,3.2,DoubleVerify,201 - 500 ,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,58,108 ,58,108,83.0,DoubleVerify,NY,13,analyst,sr,na,New York,NY,New York,NY
633,809,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Mitsubishi Electric Research Labs,51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",81,161 ,81,161,121.0,Mitsubishi Electric Research Labs,MA,30,other scientist,sr,P,Cambridge,MA,Cambridge,MA
634,810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96 ,53,96,74.5,Fareportal,NY,19,data scientist,na,na,New York,NY,New York,NY
635,811,Data Analyst Chemist - Quality System Contractor,2.2,"Rodan and Fields, LLC",501 - 1000 ,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,61,110 ,61,110,85.5,"Rodan and Fields, LLC",CA,19,analyst,na,na,San Francisco,CA,San Francisco,CA
636,812,Senior Scientist - Biostatistician,3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,96 ,65,96,80.5,Reynolds American,NC,146,other scientist,sr,M,Winston-Salem,NC,Winston-Salem,NC
637,815,Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,Mitsubishi Electric Research Labs,51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",115,220 ,115,220,167.5,Mitsubishi Electric Research Labs,MA,30,other scientist,sr,P,Cambridge,MA,Cambridge,MA
638,816,"Research Scientist, Machine Learning Department",2.6,Software Engineering Institute,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,71,144 ,71,144,107.5,Software Engineering Institute,PA,37,machine learning engineer,na,P,Pittsburgh,PA,Pittsburgh,PA
639,817,Foundational Community Supports Data Analyst,3.4,DESC,501 - 1000 ,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,32,57 ,32,57,44.5,DESC,WA,42,analyst,na,na,Seattle,WA,Seattle,WA
640,818,"Senior Health Data Analyst, Star Ratings",3.3,Johns Hopkins Health Care,1001 - 5000 ,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",79,136 ,79,136,107.5,Johns Hopkins Health Care,MD,132,analyst,sr,M,Glen Burnie,MD,Baltimore,MD
641,819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",-1.0,Kronos Bio,unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,Employer Provided Salary:120,145,120,145,132.5,Kronos Bi,MA,-1,other scientist,sr,P,Cambridge,MA,San Mateo,CA
642,820,Sr. Data Analyst,3.7,Community Behavioral Health,201 - 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,50,89 ,50,89,69.5,Community Behavioral Health,PA,27,analyst,sr,na,Philadelphia,PA,Phila,PA
643,821,"Senior Engineer, Data Management Engineering",3.5,Western Digital,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",68,129 ,68,129,98.5,Western Digital,CA,51,na,sr,na,Milpitas,CA,San Jose,CA
644,822,Quality Control Scientist III- Analytical Development,2.7,Advanced BioScience Laboratories,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,48,113 ,48,113,80.5,Advanced BioScience Laboratories,MD,60,other scientist,na,na,Rockville,MD,Rockville,MD
645,823,"Clinical Scientist, Clinical Development",3.8,FORMA THERAPEUTICS,51 - 200 ,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,27,47 Per Hour,56,97,76.5,FORMA THERAPEUTICS,MA,13,other scientist,na,na,Watertown,MA,Watertown,MA
646,824,Software Engineer Staff Scientist: Human Language Technologies,3.7,Raytheon,10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,74,124 ,74,124,99.0,Raytheon,MD,99,other scientist,na,na,Cambridge,MD,Waltham,MA
647,825,"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,Agios Pharmaceuticals,501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,68,125 ,68,125,96.5,Agios Pharmaceuticals,MA,13,Data scientist project manager,na,na,Cambridge,MA,Cambridge,MA
648,826,"Assistant Director/Director, Office of Data Science",3.3,Liberty Mutual Insurance,10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",39,67 ,39,67,53.0,Liberty Mutual Insurance,MA,109,data scientist,na,M,Boston,MA,Boston,MA
649,827,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Bridg,Jan-50,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,71,135 ,71,135,103.0,Bridg,CA,10,data engineer,sr,na,Los Angeles,CA,Los Angeles,CA
650,828,Senior Risk Data Scientist,3.8,Bill.com,501 - 1000 ,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,107,172 ,107,172,139.5,Bill.com,CA,15,data scientist,sr,M,Palo Alto,CA,Palo Alto,CA
